Facility ID,Facility Name,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Readmission national comparison,Patient experience national comparison,Mortality national comparison
103741,Hospital 3741,City 41,CA,13741,County 41,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Above the national average,Not Available
103742,Hospital 3742,City 42,MI,13742,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Below the national average
103743,Hospital 3743,City 43,GA,13743,County 43,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Below the national average,Same as the national average
103744,Hospital 3744,City 44,IL,13744,County 44,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Same as the national average,Below the national average
103745,Hospital 3745,City 45,FL,13745,County 45,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Below the national average,Not Available
103746,Hospital 3746,City 46,CA,13746,County 46,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Not Available,Not Available
103747,Hospital 3747,City 47,FL,13747,County 47,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Not Available,Below the national average,Above the national average
103748,Hospital 3748,City 48,FL,13748,County 48,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Above the national average,Same as the national average
103749,Hospital 3749,City 49,PA,13749,County 49,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Not Available,Same as the national average
103750,Hospital 3750,City 50,FL,13750,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Below the national average,Same as the national average
103751,Hospital 3751,City 51,IL,13751,County 1,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Below the national average,Above the national average
103752,Hospital 3752,City 52,IL,13752,County 2,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Above the national average,Not Available,Not Available
103753,Hospital 3753,City 53,TX,13753,County 3,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Above the national average,Not Available
103754,Hospital 3754,City 54,OH,13754,County 4,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Not Available,Above the national average
103755,Hospital 3755,City 55,NC,13755,County 5,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Same as the national average,Same as the national average
103756,Hospital 3756,City 56,NC,13756,County 6,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Below the national average,Not Available
103757,Hospital 3757,City 57,FL,13757,County 7,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Above the national average,Below the national average,Above the national average
103758,Hospital 3758,City 58,PA,13758,County 8,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Above the national average,Above the national average,Below the national average
103759,Hospital 3759,City 59,GA,13759,County 9,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Below the national average,Same as the national average
103760,Hospital 3760,City 60,MI,13760,County 10,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Not Available,Not Available
103761,Hospital 3761,City 61,NY,13761,County 11,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Above the national average,Same as the national average,Above the national average
103762,Hospital 3762,City 62,IL,13762,County 12,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Above the national average,Below the national average,Above the national average
103763,Hospital 3763,City 63,FL,13763,County 13,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Above the national average,Same as the national average
103764,Hospital 3764,City 64,MI,13764,County 14,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Same as the national average,Above the national average,Same as the national average
103765,Hospital 3765,City 65,NC,13765,County 15,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Not Available,Below the national average,Above the national average
103766,Hospital 3766,City 66,GA,13766,County 16,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Below the national average,Same as the national average
103767,Hospital 3767,City 67,MI,13767,County 17,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Below the national average,Not Available
103768,Hospital 3768,City 68,MI,13768,County 18,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Same as the national average,Below the national average,Not Available
103769,Hospital 3769,City 69,TX,13769,County 19,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Not Available,Below the national average
103770,Hospital 3770,City 70,IL,13770,County 20,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Not Available,Not Available
103771,Hospital 3771,City 71,NY,13771,County 21,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Above the national average,Above the national average
103772,Hospital 3772,City 72,MI,13772,County 22,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Same as the national average,Above the national average
103773,Hospital 3773,City 73,CA,13773,County 23,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Not Available,Not Available,Above the national average
103774,Hospital 3774,City 74,CA,13774,County 24,Acute Care Hospitals,Voluntary non-profit - Private,No,5,Below the national average,Below the national average,Above the national average
103775,Hospital 3775,City 75,PA,13775,County 25,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Same as the national average,Same as the national average,Above the national average
103776,Hospital 3776,City 76,CA,13776,County 26,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Not Available,Same as the national average
103777,Hospital 3777,City 77,TX,13777,County 27,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Same as the national average,Not Available,Above the national average
103778,Hospital 3778,City 78,GA,13778,County 28,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Below the national average,Below the national average
103779,Hospital 3779,City 79,GA,13779,County 29,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Same as the national average,Same as the national average,Above the national average
103780,Hospital 3780,City 80,GA,13780,County 30,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Not Available,Above the national average,Below the national average
103781,Hospital 3781,City 81,FL,13781,County 31,Acute Care Hospitals,Voluntary non-profit - Private,No,4,Not Available,Not Available,Not Available
103782,Hospital 3782,City 82,TX,13782,County 32,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Same as the national average,Below the national average,Not Available
103783,Hospital 3783,City 83,NY,13783,County 33,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Above the national average,Same as the national average,Not Available
103784,Hospital 3784,City 84,CA,13784,County 34,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Below the national average,Not Available
103785,Hospital 3785,City 85,NC,13785,County 35,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Same as the national average,Not Available,Not Available
103786,Hospital 3786,City 86,NY,13786,County 36,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Not Available,Same as the national average,Above the national average
103787,Hospital 3787,City 87,OH,13787,County 37,Acute Care Hospitals,Voluntary non-profit - Private,No,2,Not Available,Above the national average,Below the national average
103788,Hospital 3788,City 88,NY,13788,County 38,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Not Available,Below the national average
103789,Hospital 3789,City 89,NY,13789,County 39,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,Same as the national average,Above the national average,Above the national average
103790,Hospital 3790,City 90,TX,13790,County 40,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Above the national average,Same as the national average,Below the national average
103791,Hospital 3791,City 91,TX,13791,County 41,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Below the national average,Below the national average,Same as the national average
103792,Hospital 3792,City 92,FL,13792,County 42,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Not Available,Below the national average,Same as the national average
103793,Hospital 3793,City 93,CA,13793,County 43,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Above the national average,Not Available
103794,Hospital 3794,City 94,NY,13794,County 44,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Below the national average,Not Available,Below the national average
103795,Hospital 3795,City 95,PA,13795,County 45,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Same as the national average,Above the national average,Below the national average
103796,Hospital 3796,City 96,IL,13796,County 46,Acute Care Hospitals,Voluntary non-profit - Private,No,3,Below the national average,Same as the national average,Above the national average
103797,Hospital 3797,City 97,CA,13797,County 47,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,Above the national average,Not Available,Below the national average
103798,Hospital 3798,City 98,PA,13798,County 48,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,Below the national average,Below the national average,Not Available
103799,Hospital 3799,City 99,OH,13799,County 49,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,Below the national average,Same as the national average,Above the national average
103800,Hospital 3800,City 0,GA,13800,County 0,Acute Care Hospitals,Voluntary non-profit - Private,No,1,Below the national average,Not Available,Not Available
103801,Hospital 3801,City 1,NY,13801,County 1,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,Above the national average,Not Available,Same as the national average
